Topic,SourceWord,Lang1,Lang2,Word1,Word2,WordSimilarity,mean,std,z_score,OutlierType
clothes,sarong,ro,el,saɾˈoŋɡ,sarˈonɡ,1.000,0.335,0.292,2.279,Positive
clothes,tutu,ro,el,tˈutu,(en)tˈuːtuː(el),1.000,0.335,0.292,2.279,Positive
clothes,pullover,ro,el,pˌulovˈer,pulˈover,1.000,0.335,0.292,2.279,Positive
sports,badminton,da,pl,bˈaðmʔintˌʔʌn,bˈadmintɔn,0.889,0.290,0.263,2.279,Positive
desserts,banana split,en,ro,bɐnˈænə splˈɪt,banˈana splˈit,0.917,0.342,0.252,2.279,Positive
family,family,de,da,famˈiːlɪə,famˈʔiljə,0.857,0.327,0.233,2.279,Positive
family,relative,de,da,rˌeːlatˈiːf,ʁˈʔelatˌʔiw,0.857,0.327,0.233,2.279,Positive
transportations,minibus,pl,NB,miɲˈibus,mˈiːniːbˌʉs,1.000,0.322,0.298,2.279,Positive
transportations,coach,pl,NB,trˈɛnɛr,trˈeːnər,1.000,0.322,0.298,2.279,Positive
transportations,clunker,pl,NB,klˈuŋkɛr,klˈʉŋkər,1.000,0.322,0.298,2.279,Positive
transportations,mast,pl,NB,mˈaʃt,mˈɑst,1.000,0.322,0.298,2.279,Positive
transportations,catamaran,pl,NB,kˌatamˈaran,kˈatamˌaran,1.000,0.322,0.298,2.279,Positive
transportations,punt,pl,NB,pˈunt,pˈʉnt,1.000,0.322,0.298,2.279,Positive
transportations,ketch,pl,NB,kˈɛtʃ,kˈɛtʃ,1.000,0.322,0.298,2.279,Positive
transportations,jeep,pl,NB,jˈɛɛp,jˈeːəp,1.000,0.322,0.298,2.279,Positive
transportations,suv,pl,NB,sˈuv,sˈʉːv,1.000,0.322,0.298,2.279,Positive
transportations,kayak,pl,NB,kˈajak,kˈajɑkː,1.000,0.322,0.298,2.279,Positive
transportations,minivan,pl,NB,miɲˈivan,mˈiːniːvˌan,1.000,0.322,0.298,2.279,Positive
transportations,wreck,pl,NB,vrˈak,vrˈak,1.000,0.322,0.298,2.279,Positive
transportations,lowrider,pl,NB,lɔvrˈidɛr,lˈɔvriːdər,1.000,0.322,0.298,2.279,Positive
transportations,cutter,pl,NB,kˈutɛr,kˈʉtːər,1.000,0.322,0.298,2.279,Positive
transportations,sedan,pl,NB,sˈɛdan,sˈeːdan,1.000,0.322,0.298,2.279,Positive
transportations,maglev,pl,NB,mˈaɡlɛv,mˈɑɡləv,1.000,0.322,0.298,2.279,Positive
transportations,vespa,pl,NB,vˈɛspa,vˈɛspɑ,1.000,0.322,0.298,2.279,Positive
shoes,galoshes,da,fr,ɡalˈʔʌʃʔʌ,ɡalˈoʃ,0.667,0.228,0.193,2.278,Positive
shopping,electronics,en,hu,ᵻlɛktɹˈɑːnɪks,ˈɛlɛktronikɑ,0.727,0.239,0.214,2.278,Positive
furniture,ottoman,de,cs,ˌɔtoːmˈɑːnə,ˈotoman,0.857,0.280,0.253,2.278,Positive
furniture,display cabinet,de,cs,vɪtɾˈiːnə,vˈitriːna,0.857,0.280,0.253,2.278,Positive
furniture,vitrine,de,cs,vɪtɾˈiːnə,vˈitriːna,0.857,0.280,0.253,2.278,Positive
emotions,introverted,it,pl,introvˈɛrso,ˌintrɔvˈɛrtɨk,0.727,0.232,0.217,2.278,Positive
weather,santa ana wind,pl,NB,sˈanta ˈana vˈint,sˈɑntɑ ˈanɑ vˈɪnn,0.929,0.306,0.273,2.278,Positive
medical terms,plasma,en,pl,plˈæzmə,plˈazma,0.833,0.264,0.250,2.278,Positive
plants,bamboo,da,pl,bˈ?ɑmbʔus,bˈambus,0.857,0.246,0.268,2.278,Positive
plants,cactus,da,pl,kˈ?ɑktʔus,kˈaktus,0.857,0.246,0.268,2.278,Positive
plants,epicotyl,it,da,epikˈɔtile,ʔepˈʔikʔotˌʔyl,0.889,0.286,0.265,2.278,Positive
business,transaction,ro,hu,tranzˈaktsiˌe,trˈɑnzɑktsioː,0.909,0.265,0.283,2.278,Positive
business,capitalist,ro,hu,kˌapitalˈist,kˈɑpitɑliʃtɑ,0.909,0.265,0.283,2.278,Positive
transportations,frigate,PT-PT,el,fɹˌɐɡˈatɐ,freɣˈata,0.857,0.299,0.245,2.277,Positive
transportations,zeppelin,PT-PT,el,zˌepɨlˈiŋ,zˈepelˌin,0.857,0.299,0.245,2.277,Positive
business,offline,pl,hu,ɔfflˈinɛ,ˈoflinɛ,0.857,0.245,0.269,2.277,Positive
cooking,parboil,nl,el,pˈɑrboːˌɪl,(en)pˈɑːbɔɪl(el),0.857,0.253,0.265,2.277,Positive
driving,parboil,nl,el,pˈɑrboːˌɪl,(en)pˈɑːbɔɪl(el),0.857,0.253,0.265,2.277,Positive
business,credit,da,fr,kʁɛðˈʔit,kʁedˈi,0.833,0.252,0.255,2.277,Positive
business,cubicle,da,fr,kˈabʔinə,kabˈin,0.833,0.252,0.255,2.277,Positive
occupations,xylophonist,es,hu,sˌilofonˈista,ksˈilofoniʃtɑ,0.917,0.309,0.267,2.277,Positive
occupations,philanthropist,es,el,filˈantɾopo,filˈanθropˌos,0.909,0.321,0.258,2.277,Positive
occupations,ornithologist,es,el,ˌoɾnitˈoloɣo,ˌorniθolˈoɣos,0.909,0.321,0.258,2.277,Positive
weather,climatology,es,el,klˌimatˌoloxˈia,klˌimatˌolojˈia,0.917,0.309,0.267,2.277,Positive
weather,meteorology,es,el,mˌeteˌoɾoloxˈia,mˌeteˌorolojˈia,0.917,0.309,0.267,2.277,Positive
weather,meteorologist,es,el,mˌeteoɾˈoloɣo,mˌeteˌorolˈoɣos,0.917,0.309,0.267,2.277,Positive
weather,stratosphere,es,el,ˌestɾatosfˈeɾa,stratˈosferˌa,0.917,0.309,0.267,2.277,Positive
weather,meteorologist,hu,el,mˈɛtɛoroloːɡuʃ,mˌeteˌorolˈoɣos,0.917,0.300,0.271,2.277,Positive
weather,climatology,hu,el,klˈimɑtoloːɡiɑ,klˌimatˌolojˈia,0.917,0.300,0.271,2.277,Positive
weather,meteorology,hu,el,mˈɛtɛoroloːɡiɑ,mˌeteˌorolojˈia,0.917,0.300,0.271,2.277,Positive
transportations,locomotive,de,fr,lˌoːkoːmoːtˈiːvə,lokomotˈiv,0.900,0.274,0.275,2.276,Positive
weather,noreaster,nl,es,nˈoːrəˌɑstər,nˌoɾeastˈeɾ,1.000,0.324,0.297,2.276,Positive
weather,smog,nl,es,smˈɔx,smˈoɡ,1.000,0.324,0.297,2.276,Positive
weather,radar,nl,es,rˈaːdɑr,raðˈaɾ,1.000,0.324,0.297,2.276,Positive
weather,typhoon,nl,es,tifˈoːn,tifˈon,1.000,0.324,0.297,2.276,Positive
weather,aurora,nl,es,ʌʊrˈoːraː,aʊɾˈoɾa,1.000,0.324,0.297,2.276,Positive
weather,efscale,nl,es,ɛfskˈaːlə,efskˈale,1.000,0.324,0.297,2.276,Positive
weather,gale,nl,es,ɣˈaːlə,ɡˈale,1.000,0.324,0.297,2.276,Positive
weather,tornado,nl,es,tɔrnˈaːdoː,toɾnˈaðo,1.000,0.324,0.297,2.276,Positive
weather,graupel,nl,es,ɣrʌʊpˈɛl,ɡɾaʊpˈel,1.000,0.324,0.297,2.276,Positive
weather,kelvin,nl,es,kˈɛlvɪn,kˈelβin,1.000,0.324,0.297,2.276,Positive
weather,permafrost,nl,es,pˈɛrmɑfrˌɔst,pˌeɾmafɾˈost,1.000,0.324,0.297,2.276,Positive
weather,normal,nl,es,nɔrmˈaːl,noɾmˈal,1.000,0.324,0.297,2.276,Positive
food,jicama,PT-PT,ro,ʒˌikˈɐ̃mɐ,ʒikˈama,1.000,0.385,0.270,2.276,Positive
food,pineapple,PT-PT,ro,ɐnɐ̃nˈaʃ,ˌananˈas,1.000,0.385,0.270,2.276,Positive
food,flan,PT-PT,ro,flˈɐ̃ŋ,flˈan,1.000,0.385,0.270,2.276,Positive
food,vitamin,PT-PT,ro,vˌitɐmˈinɐ,vˌitamˈina,1.000,0.385,0.270,2.276,Positive
food,cashew,PT-PT,ro,kɐʒˈu,kˈaʒu,1.000,0.385,0.270,2.276,Positive
food,pilaf,PT-PT,ro,pilˈaf,pilˈaf,1.000,0.385,0.270,2.276,Positive
food,daikon,PT-PT,ro,daɪkˈoŋ,daɪkˈon,1.000,0.385,0.270,2.276,Positive
food,strudel,PT-PT,ro,stɹudˈɛl,strudˈel,1.000,0.385,0.270,2.276,Positive
food,aspic,PT-PT,ro,ɐʃpˈik,ˈaspik,1.000,0.385,0.270,2.276,Positive
food,granola,PT-PT,ro,ɡɹɐnˈɔlɐ,ɡranˈola,1.000,0.385,0.270,2.276,Positive
food,pop,PT-PT,ro,pˈɔp,pˈop,1.000,0.385,0.270,2.276,Positive
food,kumquat,PT-PT,ro,kũmkwˈat,kumkwˈat,1.000,0.385,0.270,2.276,Positive
food,patty,PT-PT,ro,pˈati,pˈati,1.000,0.385,0.270,2.276,Positive
food,salsa,PT-PT,ro,sˈɑlsɐ,sˈalsa,1.000,0.385,0.270,2.276,Positive
food,pizza,PT-PT,ro,pˈizɐ,pˈiza,1.000,0.385,0.270,2.276,Positive
restaurant,ketchup,da,el,kˈʔetʃʌp,cˈetsap,0.833,0.270,0.247,2.276,Positive
driving,gratin,en,NB,ɡɹˈætɪn,ɡrˈatiːn,1.000,0.338,0.291,2.276,Positive
cooking,raw,en,NB,ɹˈɔː,rˈoː,1.000,0.338,0.291,2.276,Positive
cooking,grill,en,NB,ɡɹˈɪl,ɡrˈɪl,1.000,0.338,0.291,2.276,Positive
driving,hash,en,NB,hˈæʃ,hˈɑʃ,1.000,0.338,0.291,2.276,Positive
cooking,gratin,en,NB,ɡɹˈætɪn,ɡrˈatiːn,1.000,0.338,0.291,2.276,Positive
driving,grill,en,NB,ɡɹˈɪl,ɡrˈɪl,1.000,0.338,0.291,2.276,Positive
driving,thin,en,NB,θˈɪn,tˈyn,1.000,0.338,0.291,2.276,Positive
driving,raw,en,NB,ɹˈɔː,rˈoː,1.000,0.338,0.291,2.276,Positive
driving,parboil,en,NB,pˈɑːɹbɔɪl,pˈɑrbɔɪl,1.000,0.338,0.291,2.276,Positive
driving,flip,en,NB,flˈɪp,flˈiːp,1.000,0.338,0.291,2.276,Positive
cooking,hash,en,NB,hˈæʃ,hˈɑʃ,1.000,0.338,0.291,2.276,Positive
cooking,thin,en,NB,θˈɪn,tˈyn,1.000,0.338,0.291,2.276,Positive
driving,trim,en,NB,tɹˈɪm,trˈiːm,1.000,0.338,0.291,2.276,Positive
cooking,parboil,en,NB,pˈɑːɹbɔɪl,pˈɑrbɔɪl,1.000,0.338,0.291,2.276,Positive
cooking,can,en,NB,kˈæn,kˈan,1.000,0.338,0.291,2.276,Positive
cooking,flip,en,NB,flˈɪp,flˈiːp,1.000,0.338,0.291,2.276,Positive
driving,can,en,NB,kˈæn,kˈan,1.000,0.338,0.291,2.276,Positive
cooking,trim,en,NB,tɹˈɪm,trˈiːm,1.000,0.338,0.291,2.276,Positive
restaurant,sommelier,PT-PT,hu,sˌummɨliˈɛɹ,ʃˈommɛliɛr,0.778,0.226,0.242,2.276,Positive
emotions,disapproval,fr,pl,dezapʁobasjˈɔ̃,dˌɛzaprɔbˈata,0.750,0.220,0.233,2.276,Positive
emotions,acceptance,fr,pl,aksɛptasjˈɔ̃,ˌaktsɛptˈatsja,0.750,0.220,0.233,2.276,Positive
emotions,crabby,fr,pl,kʁˈab,krˈap,0.750,0.220,0.233,2.276,Positive
emotions,capricious,fr,pl,kapʁisjˈø,kaprˈɨɕnɨ,0.750,0.220,0.233,2.276,Positive
medical terms,flu,ro,el,ɡrˈipə,ɣrˈipi,0.800,0.247,0.243,2.276,Positive
restaurant,spicy,PT-PT,pl,pˌikˈɐ̃ŋtɨ,pikˈantnɨ,0.875,0.292,0.256,2.276,Positive
furniture,mattress,de,hu,mˈatɾatsə,mˈɑtrɑts,0.875,0.274,0.264,2.276,Positive
restaurant,course,de,ro,kˈuːɾs,kˈurs,1.000,0.334,0.293,2.275,Positive
restaurant,cream,de,ro,kɾˈeːmə,krˈemə,1.000,0.334,0.293,2.275,Positive
restaurant,toast,de,ro,tˈoːast,tˈɔast,1.000,0.334,0.293,2.275,Positive
restaurant,cola,de,ro,kˈoːlɑː,kˈola,1.000,0.334,0.293,2.275,Positive
restaurant,espresso,de,ro,ˌɛspɾˈɛso,esprˈeso,1.000,0.334,0.293,2.275,Positive
restaurant,pop,de,ro,pˈoːp,pˈop,1.000,0.334,0.293,2.275,Positive
restaurant,bistro,de,ro,bˈɪstɾoː,bˈistro,1.000,0.334,0.293,2.275,Positive
restaurant,vinaigrette,de,ro,vˈiːnaɪɡɾˌɛtə,vˌinaɪɡrˈete,1.000,0.334,0.293,2.275,Positive
personal qualities,sophisticated,PT-PT,NB,sˌufiʃtikˈadʊ,sˈuːfɪstˌiːkart,0.818,0.268,0.242,2.275,Positive
personal qualities,intolerant,PT-PT,NB,ˌiŋtulɨɾˈɐ̃ŋtɨ,ˈɪntuːlˌeːrɑnt,0.818,0.268,0.242,2.275,Positive
emotions,nervous,de,fr,nˈɛɾvøːs,nɛʁvˈø,0.833,0.251,0.256,2.275,Positive
emotions,euphoria,de,fr,ˌɔøfoːrˈiː,øfoʁˈi,0.833,0.251,0.256,2.275,Positive
emotions,cross,en,nl,kɹˈɔs,krˈœys,0.800,0.265,0.235,2.275,Positive
emotions,open,en,nl,ˈoʊpən,ˈoːpən,0.800,0.265,0.235,2.275,Positive
emotions,passive,en,nl,pˈæsɪv,pɑsˈif,0.800,0.265,0.235,2.275,Positive
personal qualities,demonic,nl,pl,deːmˈoːnis,dˌɛmɔɲˈitʃnɨ,0.700,0.220,0.211,2.275,Positive
personal qualities,methodical,nl,pl,mɛtˈoːdis,mˌɛtɔdˈɨtʃnɨ,0.700,0.220,0.211,2.275,Positive
personal qualities,practical,nl,pl,prˈɑktis,praktˈɨtʃnɨ,0.700,0.220,0.211,2.275,Positive
business,tariff,de,hu,tˈɑriːf,tˈɑrifɑ,0.833,0.254,0.255,2.275,Positive
business,laptop,de,hu,(en)lˈaptɒp(de),lˈɑptop,0.833,0.254,0.255,2.275,Positive
business,transaction,de,hu,tɾˌanzaktsjˈoːn,trˈɑnzɑktsioː,0.833,0.254,0.255,2.275,Positive
school,experiment,en,it,ɛkspˈɛɹɪmənt,esperimˈento,0.818,0.284,0.235,2.275,Positive
driving,can,en,nl,kˈæn,kˈɑn,1.000,0.374,0.275,2.275,Positive
cooking,trim,en,nl,tɹˈɪm,trˈɪm,1.000,0.374,0.275,2.275,Positive
driving,dip,en,nl,dˈɪp,dˈɪp,1.000,0.374,0.275,2.275,Positive
cooking,can,en,nl,kˈæn,kˈɑn,1.000,0.374,0.275,2.275,Positive
cooking,mix,en,nl,mˈɪks,mˈɪks,1.000,0.374,0.275,2.275,Positive
cooking,harden,en,nl,hˈɑːɹdən,hˈɑrdən,1.000,0.374,0.275,2.275,Positive
cooking,grill,en,nl,ɡɹˈɪl,ɣrˈɪl,1.000,0.374,0.275,2.275,Positive
cooking,gratin,en,nl,ɡɹˈætɪn,ɣrˈaːtɪn,1.000,0.374,0.275,2.275,Positive
driving,mix,en,nl,mˈɪks,mˈɪks,1.000,0.374,0.275,2.275,Positive
driving,parboil,en,nl,pˈɑːɹbɔɪl,pˈɑrboːˌɪl,1.000,0.374,0.275,2.275,Positive
driving,grill,en,nl,ɡɹˈɪl,ɣrˈɪl,1.000,0.374,0.275,2.275,Positive
driving,trim,en,nl,tɹˈɪm,trˈɪm,1.000,0.374,0.275,2.275,Positive
cooking,dip,en,nl,dˈɪp,dˈɪp,1.000,0.374,0.275,2.275,Positive
cooking,flip,en,nl,flˈɪp,flˈɪp,1.000,0.374,0.275,2.275,Positive
driving,flip,en,nl,flˈɪp,flˈɪp,1.000,0.374,0.275,2.275,Positive
driving,gratin,en,nl,ɡɹˈætɪn,ɣrˈaːtɪn,1.000,0.374,0.275,2.275,Positive
cooking,hash,en,nl,hˈæʃ,hˈɑʃ,1.000,0.374,0.275,2.275,Positive
cooking,parboil,en,nl,pˈɑːɹbɔɪl,pˈɑrboːˌɪl,1.000,0.374,0.275,2.275,Positive
driving,hash,en,nl,hˈæʃ,hˈɑʃ,1.000,0.374,0.275,2.275,Positive
driving,harden,en,nl,hˈɑːɹdən,hˈɑrdən,1.000,0.374,0.275,2.275,Positive
shoes,valenki,cs,PT-PT,vˈaleŋki,vˌɐleɪŋkˈi,0.875,0.311,0.248,2.275,Positive
transportations,jet,en,de,dʒˈɛt,(en)dʒˈɛt(de),1.000,0.378,0.273,2.275,Positive
transportations,tank,en,de,tˈæŋk,tˈaŋk,1.000,0.378,0.273,2.275,Positive
transportations,mast,en,de,mˈæst,mˈast,1.000,0.378,0.273,2.275,Positive
transportations,taxi,en,de,tˈæksi,tˈaksiː,1.000,0.378,0.273,2.275,Positive
transportations,paddle,en,de,pˈædəl,pˈadəl,1.000,0.378,0.273,2.275,Positive
transportations,ketch,en,de,kˈɛtʃ,kˈɛtʃ,1.000,0.378,0.273,2.275,Positive
transportations,van,en,de,vˈæn,vˈɑːn,1.000,0.378,0.273,2.275,Positive
transportations,skiff,en,de,skˈɪf,skˈɪf,1.000,0.378,0.273,2.275,Positive
transportations,dray,en,de,dɹˈeɪ,dɾˈɛɪ,1.000,0.378,0.273,2.275,Positive
transportations,minivan,en,de,mˈɪnɪvˌæn,mˌiːniːvˈɑːn,1.000,0.378,0.273,2.275,Positive
emotions,sentimentality,nl,pl,sˌɛntimˌɛntaːlitˈɛɪt,sˌɛntɨmɛntˈalnɔɕtɕ,0.688,0.199,0.215,2.275,Positive
clothes,tam,cs,NB,tˈam,tˈam,1.000,0.319,0.299,2.275,Positive
clothes,turban,cs,NB,tˈurban,tˈʉrban,1.000,0.319,0.299,2.275,Positive
clothes,abaya,cs,NB,ˈabaˌia,ˈabɑːˌyːɑ,1.000,0.319,0.299,2.275,Positive
clothes,sari,cs,NB,sˈari,sˈariː,1.000,0.319,0.299,2.275,Positive
clothes,tunic,cs,NB,tˈuɲika,tˈʉːniːkˌɑ,1.000,0.319,0.299,2.275,Positive
clothes,tutu,cs,NB,tˈutu,tˈʉːtʉː,1.000,0.319,0.299,2.275,Positive
clothes,fez,cs,NB,fˈes,fˈeːs,1.000,0.319,0.299,2.275,Positive
clothes,peplum,cs,NB,pˈeplum,pˈɛplʉːm,1.000,0.319,0.299,2.275,Positive
clothes,caftan,cs,NB,kˈaftan,kˈɑftan,1.000,0.319,0.299,2.275,Positive
clothes,beret,cs,NB,bˈaret,bˈarɛtː,1.000,0.319,0.299,2.275,Positive
clothes,muumuu,cs,NB,mˈuumˌuu,mˈʉːʉːmˌʉːʉː,1.000,0.319,0.299,2.275,Positive
clothes,snaps,cs,NB,snˈaps,snˈɑps,1.000,0.319,0.299,2.275,Positive
clothes,getup,cs,NB,ɡˈetup,ɡˈeːtʉːp,1.000,0.319,0.299,2.275,Positive
clothes,top,cs,NB,tˈop,tˈɔpː,1.000,0.319,0.299,2.275,Positive
emotions,sardonic,nl,it,sɑrdˈoːnis,sardˈɔniko,0.778,0.241,0.236,2.275,Positive
sports,trampoline,es,da,tɾˌampolˈin,tʁˌ?ɑmpʔolˈʔin,0.900,0.299,0.264,2.275,Positive
sports,parasailing,es,da,pˌaɾasˈaɪliŋ,pˈɑʁɑsˌaʔilˌʔeŋ,0.900,0.299,0.264,2.275,Positive
food,okra,de,es,ˈɔkɾɑː,ˈokɾa,1.000,0.321,0.298,2.274,Positive
food,daikon,de,es,dˈaɪkoːn,dˈaɪkon,1.000,0.321,0.298,2.274,Positive
food,taco,de,es,tˈɑːkoː,tˈako,1.000,0.321,0.298,2.274,Positive
food,dip,de,es,dˈiːp,dˈip,1.000,0.321,0.298,2.274,Positive
food,aspic,de,es,ˈaspɪk,aspˈik,1.000,0.321,0.298,2.274,Positive
food,tortilla,de,es,tɔɾtˈɪlɑː,toɾtˈiʎa,1.000,0.321,0.298,2.274,Positive
food,anise,de,es,anˈiːs,anˈis,1.000,0.321,0.298,2.274,Positive
food,romaine,de,es,rˈoːmanˌɑː,romˈana,1.000,0.321,0.298,2.274,Positive
food,spork,de,es,ʃpˈɔɾk,spˈoɾk,1.000,0.321,0.298,2.274,Positive
food,teriyaki,de,es,tˈeːriːjˌɑkiː,tˌeɾiʝˈaki,1.000,0.321,0.298,2.274,Positive
food,broccoli,de,es,bɾˈɔkoːlˌiː,bɾˈokoli,1.000,0.321,0.298,2.274,Positive
food,pilaf,de,es,pˈiːlɑːf,pilˈaf,1.000,0.321,0.298,2.274,Positive
food,mozzarella,de,es,mˌɔtsarˈɛlɑː,mˌotsaɾˈeʎa,1.000,0.321,0.298,2.274,Positive
food,oregano,de,es,ˌoːreːɡˈɑːnoː,oɾˈeɣano,1.000,0.321,0.298,2.274,Positive
food,tofu,de,es,tˈoːfuː,tˈofu,1.000,0.321,0.298,2.274,Positive
food,strudel,de,es,ʃtɾˈuːdəl,stɾuðˈel,1.000,0.321,0.298,2.274,Positive
food,pomelo,de,es,pˈoːməlˌoː,pomˈelo,1.000,0.321,0.298,2.274,Positive
food,coffee,de,es,kˈafeː,kafˈe,1.000,0.321,0.298,2.274,Positive
food,picnic,de,es,pˈɪknɪk,piknˈik,1.000,0.321,0.298,2.274,Positive
food,tomato,de,es,toːmˈɑːtə,tomˈate,1.000,0.321,0.298,2.274,Positive
food,tea,de,es,tˈeː,tˈe,1.000,0.321,0.298,2.274,Positive
food,oleo,de,es,ˈoːleːˌoː,olˈeo,1.000,0.321,0.298,2.274,Positive
food,pan,de,es,pˈɑːn,pˈan,1.000,0.321,0.298,2.274,Positive
food,taro,de,es,tˈɑːroː,tˈaɾo,1.000,0.321,0.298,2.274,Positive
food,pizza,de,es,pˈɪtsɑː,pˈitsa,1.000,0.321,0.298,2.274,Positive
food,curry,de,es,kˈʊriː,kˈuri,1.000,0.321,0.298,2.274,Positive
food,nectar,de,es,nɛktˈɑːɾ,nˈektaɾ,1.000,0.321,0.298,2.274,Positive
food,tarragon,de,es,ˈɛstɾaɡˌoːn,ˌestɾaɣˈon,1.000,0.321,0.298,2.274,Positive
food,tomatillo,de,es,tˌoːmatˈɪloː,tˌomatˈiʎo,1.000,0.321,0.298,2.274,Positive
food,pate,de,es,pˈɑːtə,patˈe,1.000,0.321,0.298,2.274,Positive
food,chips,de,es,tʃˈɪps,tʃˈips,1.000,0.321,0.298,2.274,Positive
food,pop,de,es,pˈoːp,pˈop,1.000,0.321,0.298,2.274,Positive
food,burrito,de,es,bʊrˈiːtoː,burˈito,1.000,0.321,0.298,2.274,Positive
shoes,slippers,ro,hu,papˈutʃʲ,pˈɑputʃ,1.000,0.307,0.305,2.274,Positive
shoes,zoris,ro,hu,zoɾˈis,zˈoriʃ,1.000,0.307,0.305,2.274,Positive
shoes,kamiks,ro,hu,kamˈiks,kˈɑmikʃ,1.000,0.307,0.305,2.274,Positive
shoes,flipflops,ro,hu,flipflˈops,flˈipflopʃ,1.000,0.307,0.305,2.274,Positive
shoes,mukluks,ro,hu,muklˈuks,mˈuklukʃ,1.000,0.307,0.305,2.274,Positive
personal qualities,hypercritical,pl,hu,çˌipɛrkrɨtˈɨtʃnɨ,hˈipɛrkritikuʃ,0.643,0.201,0.194,2.274,Positive
personal qualities,sentimental,de,hu,zˌɛntiːməntˈɑːl,sˈɛntimɛntaːliʃ,0.769,0.228,0.238,2.274,Positive
desserts,baklava,pl,NB,baklˈava,bˈɑklavˌɑ,1.000,0.346,0.288,2.274,Positive
desserts,parfait,pl,NB,parfˈait,pˈɑrfɑɪt,1.000,0.346,0.288,2.274,Positive
desserts,sherbet,pl,NB,sˈɔrbɛt,sˈɔrbət,1.000,0.346,0.288,2.274,Positive
desserts,strudel,pl,NB,strˈudɛl,strˈʉːdəl,1.000,0.346,0.288,2.274,Positive
desserts,sorbet,pl,NB,sˈɔrbɛt,sˈɔrbət,1.000,0.346,0.288,2.274,Positive
desserts,bombe,pl,NB,bˈɔmba,bˈɔmba,1.000,0.346,0.288,2.274,Positive
desserts,flan,pl,NB,flˈan,flˈan,1.000,0.346,0.288,2.274,Positive
cooking,gratin,fr,el,ɡʁatˈɛ̃,ɡratˈen,0.833,0.263,0.251,2.274,Positive
driving,filter,fr,el,fˈiltʁ,fˈiltro,0.833,0.263,0.251,2.274,Positive
cooking,filter,fr,el,fˈiltʁ,fˈiltro,0.833,0.263,0.251,2.274,Positive
driving,gratin,fr,el,ɡʁatˈɛ̃,ɡratˈen,0.833,0.263,0.251,2.274,Positive
plants,axil,en,fr,ˈæksɪl,aksˈil,1.000,0.381,0.272,2.274,Positive
plants,corm,en,fr,kˈɔːɹm,kˈɔʁm,1.000,0.381,0.272,2.274,Positive
plants,meristem,en,fr,mˈɛɹɪstəm,meʁistˈɛm,1.000,0.381,0.272,2.274,Positive
plants,spore,en,fr,spˈɔːɹ,spˈɔʁ,1.000,0.381,0.272,2.274,Positive
plants,resin,en,fr,ɹˈɛzɪn,ʁezˈin,1.000,0.381,0.272,2.274,Positive
plants,pistil,en,fr,pˈɪstɪl,pistˈil,1.000,0.381,0.272,2.274,Positive
medical terms,test,it,NB,tˈɛst,tˈɛst,1.000,0.342,0.289,2.274,Positive
medical terms,virus,it,NB,vˈirʊs,vˈiːrʉːs,1.000,0.342,0.289,2.274,Positive
medical terms,vein,it,NB,vˈena,vˈeːna,1.000,0.342,0.289,2.274,Positive
medical terms,shock,it,NB,ʃˈɔkː,ʃˈɔkː,1.000,0.342,0.289,2.274,Positive
medical terms,artery,it,NB,artˈɛria,ˈɑrteːrˌiːa,1.000,0.342,0.289,2.274,Positive
medical terms,scale,it,NB,skˈala,skˈalɑ,1.000,0.342,0.289,2.274,Positive
medical terms,pus,it,NB,pˈus,pˈʉːs,1.000,0.342,0.289,2.274,Positive
plants,tumbleweeds,pl,NB,tˌumblɛvˈɛɛts,tˈʉmbleːvˌeːɛds,0.909,0.264,0.284,2.274,Positive
transportations,umiak,en,PT-PT,jˈuːmɪˌæk,ˌumiˈak,0.833,0.295,0.237,2.273,Positive
transportations,sst,en,PT-PT,ˌɛsˌɛstˈiː,ˌɛsʲˌɛstˈe,0.833,0.295,0.237,2.273,Positive
transportations,kayak,en,PT-PT,kˈaɪæk,kˌaɪˈakɨ,0.833,0.295,0.237,2.273,Positive
restaurant,glass,en,de,ɡlˈæs,ɡlˈɑːs,1.000,0.362,0.280,2.273,Positive
restaurant,tip,en,de,tˈɪp,tˈɪp,1.000,0.362,0.280,2.273,Positive
restaurant,fish,en,de,fˈɪʃ,fˈɪʃ,1.000,0.362,0.280,2.273,Positive
restaurant,ice,en,de,ˈaɪs,ˈaɪs,1.000,0.362,0.280,2.273,Positive
restaurant,entre,en,de,ɛntɹˈɛ,ɛntɾˈeː,1.000,0.362,0.280,2.273,Positive
sports,ultramarathon,da,hu,ˈʔultʁɑmˌɑʁɑtˌʔʌn,ˈultrɑmɑrɑton,0.917,0.300,0.271,2.273,Positive
school,mathematics,hu,NB,mˈɑtɛmɑtikɑ,mˈateːmˌatɪkː,0.900,0.268,0.278,2.273,Positive
school,watercolors,hu,NB,ˈɑkvɑrɛllɛk,ˈɑkvarˌɛllər,0.900,0.268,0.278,2.273,Positive
food,pecan,pl,el,pˈɛkan,pekˈan,1.000,0.325,0.297,2.273,Positive
food,nectar,pl,el,nˈɛktar,nˈektar,1.000,0.325,0.297,2.273,Positive
food,soda,pl,el,sˈɔda,sˈoða,1.000,0.325,0.297,2.273,Positive
food,avocado,pl,el,ˌavɔkˈadɔ,ˌavokˈado,1.000,0.325,0.297,2.273,Positive
food,mustard,pl,el,muʃtˈarda,mustˈarða,1.000,0.325,0.297,2.273,Positive
food,mango,pl,el,mˈaŋɡɔ,mˈanɡo,1.000,0.325,0.297,2.273,Positive
