topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
occupations,travel agent,travel agent,reiseveranstalter,,,,agencia de viajes,agência de viagens,,,,,,,
occupations,treasurer,treasurer,schatzmeister,,,,tesorero,tesoureiro,,,,,,,
occupations,truck driver,truck driver,lkw-fahrer,,,,camionero,motorista de camião,,,,,,,
occupations,tutor,tutor,nachhilfelehrer,,,,tutor,tutor,,,,,,,
occupations,typist,typist,schreibkraft,,,,mecanógrafo,datilógrafo,,,,,,,
occupations,umpire,umpire,schiedsrichter,,,,árbitro,árbitro,,,,,,,
occupations,undertaker,undertaker,bestatter,,,,enterrador,agente funerário,,,,,,,
occupations,usher,usher,platzanweiser,,,,ujier,apresentador,,,,,,,
occupations,valet,valet,diener,,,,aparcacoches,manobrista,,,,,,,
occupations,veteran,veteran,veteran,,,,veterano,veterano,,,,,,,
occupations,veterinarian,veterinarian,tierarzt,,,,veterinario,veterinário,,,,,,,
occupations,vicar,vicar,vikar,,,,vicario,vigário,,,,,,,
occupations,violinist,violinist,geiger,,,,violinista,violinista,,,,,,,
occupations,waiter,waiter,kellner,,,,camarero,empregado de mesa,,,,,,,
occupations,waitress,waitress,kellnerin,,,,camarera,empregada de mesa,,,,,,,
occupations,warden,warden,direktorin,,,,alcaide,diretor,,,,,,,
occupations,warrior,warrior,krieger,,,,guerrero,guerreiro,,,,,,,
occupations,watchmaker,watchmaker,uhrmacher,,,,relojero,relojoeiro,,,,,,,
occupations,weaver,weaver,weber,,,,tejedor,tecelão,,,,,,,
occupations,welder,welder,schweißer,,,,soldador,soldador,,,,,,,
occupations,woodcarver,woodcarver,holzschnitzer,,,,tallista de madera,entalhador,,,,,,,
occupations,workman,workman,handwerker,,,,obrero,trabalhador,,,,,,,
occupations,wrangler,wrangler,wrangler,,,,wrangler,lutador,,,,,,,
occupations,writer,writer,schriftsteller,,,,escritor,escritor,,,,,,,
occupations,xylophonist,xylophonist,xylophonist,,,,xilofonista,xilofonista,,,,,,,
occupations,yodeler,yodeler,jodler,,,,yodeler,cangaceiro,,,,,,,
occupations,zookeeper,zookeeper,zoowärter,,,,cuidador del zoo,tratador do jardim zoológico,,,,,,,
occupations,zoologist,zoologist,zoologe,,,,zoólogo,zoólogo,,,,,,,
personal qualities,able,able,fähig,,,,able,capaz,,,,,,,
personal qualities,abnormal,abnormal,abnormale,,,,anormal,anormal,,,,,,,
personal qualities,above average,above average,überdurchschnittlich,,,,por encima de la media,acima da média,,,,,,,
personal qualities,absentminded,absentminded,geistesabwesend,,,,distraído,distraído,,,,,,,
personal qualities,adventurous,adventurous,abenteuerlich,,,,aventurero,aventureiro,,,,,,,
personal qualities,affectionate,affectionate,liebevoll,,,,cariñoso,afetuoso,,,,,,,
personal qualities,agile,agile,wendig,,,,ágil,ágil,,,,,,,
personal qualities,agreeable,agreeable,angenehm,,,,agradable,agradável,,,,,,,
personal qualities,alert,alert,alarm,,,,alerta,alerta,,,,,,,
personal qualities,amazing,amazing,erstaunlich,,,,increíble,fantástico,,,,,,,
personal qualities,ambitious,ambitious,ehrgeizig,,,,ambicioso,ambicioso,,,,,,,
personal qualities,amiable,amiable,liebenswürdig,,,,amable,amável,,,,,,,
personal qualities,amusing,amusing,amüsant,,,,divertido,divertido,,,,,,,
personal qualities,analytical,analytical,analytisch,,,,analítica,analítico,,,,,,,
personal qualities,angelic,angelic,engelsgleich,,,,angelical,angélico,,,,,,,
personal qualities,apathetic,apathetic,apathisch,,,,apático,apático,,,,,,,
personal qualities,apprehensive,apprehensive,besorgniserregend,,,,aprensivo,apreensivo,,,,,,,
personal qualities,ardent,ardent,leidenschaftlich,,,,ardiente,ardente,,,,,,,
personal qualities,artificial,artificial,künstlich,,,,artificial,artificial,,,,,,,
personal qualities,artistic,artistic,künstlerisch,,,,artístico,artístico,,,,,,,
personal qualities,assertive,assertive,durchsetzungsfähig,,,,asertivo,assertivo,,,,,,,
personal qualities,attentive,attentive,aufmerksam,,,,atento,atento,,,,,,,
personal qualities,average,average,durchschnitt,,,,media,média,,,,,,,
personal qualities,awesome,awesome,fantastisch,,,,impresionante,espetacular,,,,,,,
personal qualities,awful,awful,furchtbar,,,,horrible,terrível,,,,,,,
personal qualities,balanced,balanced,ausgeglichen,,,,equilibrado,equilibrado,,,,,,,
personal qualities,beautiful,beautiful,schön,,,,hermoso,bonito,,,,,,,
personal qualities,below average,below average,unterdurchschnittlich,,,,por debajo de la media,abaixo da média,,,,,,,
personal qualities,beneficent,beneficent,wohltätige,,,,benéfico,benéfico,,,,,,,
personal qualities,blue,blue,blau,,,,azul,azul,,,,,,,
personal qualities,blunt,blunt,stumpf,,,,romo,brusco,,,,,,,
personal qualities,boisterous,boisterous,ungestüm,,,,bullicioso,turbulento,,,,,,,
personal qualities,brave,brave,tapfer,,,,valiente,corajoso,,,,,,,
personal qualities,bright,bright,hell,,,,brillante,brilhante,,,,,,,
personal qualities,brilliant,brilliant,brillant,,,,brillante,brilhante,,,,,,,
personal qualities,buff,buff,schwabbelig,,,,buff,buff,,,,,,,
personal qualities,callous,callous,gefühllos,,,,insensible,insensível,,,,,,,
personal qualities,candid,candid,offen,,,,cándido,sincero,,,,,,,
personal qualities,cantankerous,cantankerous,mürrisch,,,,cascarrabias,rabugento,,,,,,,
personal qualities,capable,capable,fähig,,,,capaz,capaz,,,,,,,
personal qualities,careful,careful,vorsichtig,,,,cuidado,cuidadoso,,,,,,,
personal qualities,careless,careless,achtlos,,,,descuidado,descuidada,,,,,,,
personal qualities,caustic,caustic,ätzend,,,,cáustico,cáustico,,,,,,,
personal qualities,cautious,cautious,vorsichtig,,,,cauteloso,cauteloso,,,,,,,
personal qualities,charming,charming,charmant,,,,encantador,encantador,,,,,,,
personal qualities,cheerful,cheerful,heiter,,,,alegre,alegre,,,,,,,
personal qualities,chic,chic,schick,,,,chic,chique,,,,,,,
personal qualities,childish,childish,kindisch,,,,infantil,infantil,,,,,,,
personal qualities,childlike,childlike,kindlich,,,,infantil,infantil,,,,,,,
personal qualities,churlish,churlish,rüpelhaft,,,,maleducado,indelicado,,,,,,,
personal qualities,circumspect,circumspect,umsichtig,,,,circunspecto,prudente,,,,,,,
personal qualities,civil,civil,zivil,,,,civil,civil,,,,,,,
personal qualities,clean,clean,sauber,,,,limpiar,limpo,,,,,,,
personal qualities,clever,clever,schlau,,,,inteligente,inteligente,,,,,,,
personal qualities,clumsy,clumsy,unbeholfen,,,,torpe,desajeitado,,,,,,,
personal qualities,coherent,coherent,kohärent,,,,coherente,coerente,,,,,,,
personal qualities,cold,cold,kalt,,,,frío,frio,,,,,,,
personal qualities,competent,competent,kompetent,,,,competente,competente,,,,,,,
personal qualities,composed,composed,verfasst,,,,compuesto,composto,,,,,,,
personal qualities,conceited,conceited,eingebildet,,,,engreído,vaidoso,,,,,,,
personal qualities,condescending,condescending,herablassend,,,,condescendiente,condescendente,,,,,,,
personal qualities,confident,confident,selbstbewusst,,,,confía en,confiante,,,,,,,
personal qualities,confused,confused,verwirrt,,,,confuso,confuso,,,,,,,
personal qualities,conscientious,conscientious,gewissenhaftigkeit,,,,concienzudo,consciencioso,,,,,,,
personal qualities,considerate,considerate,rücksichtsvoll,,,,considerado,atencioso,,,,,,,
personal qualities,content,content,inhalt,,,,contenido,conteúdo,,,,,,,
personal qualities,cool,cool,cool,,,,genial,fixe,,,,,,,
personal qualities,coolheaded,coolheaded,mit kühlem kopf,,,,cabeza fría,cabeça fria,,,,,,,
personal qualities,cooperative,cooperative,genossenschaft,,,,cooperativa,cooperativa,,,,,,,
personal qualities,cordial,cordial,herzlichst,,,,cordial,cordial,,,,,,,
personal qualities,courageous,courageous,mutig,,,,valiente,corajoso,,,,,,,
personal qualities,cowardly,cowardly,feige,,,,cobarde,cobarde,,,,,,,
personal qualities,crabby,crabby,mürrisch,,,,malhumorado,rabugento,,,,,,,
personal qualities,crafty,crafty,pfiffig,,,,astuto,astuto,,,,,,,
personal qualities,cranky,cranky,schrullig,,,,malhumorado,irritadiço,,,,,,,
personal qualities,crass,crass,krass,,,,craso,grosseiro,,,,,,,
personal qualities,critical,critical,kritisch,,,,crítico,crítico,,,,,,,
personal qualities,cruel,cruel,grausam,,,,cruel,cruel,,,,,,,
personal qualities,curious,curious,neugierig,,,,curioso,curioso,,,,,,,
personal qualities,cynical,cynical,zynisch,,,,cínico,cínico,,,,,,,
personal qualities,dainty,dainty,zierlich,,,,delicado,delicado,,,,,,,
personal qualities,decisive,decisive,entscheidend,,,,decisivo,decisivo,,,,,,,
personal qualities,deep,deep,tief,,,,profundo,profundo,,,,,,,
personal qualities,deferential,deferential,respektvoll,,,,deferente,deferente,,,,,,,
personal qualities,deft,deft,deftig,,,,hábil,deft,,,,,,,
personal qualities,delicate,delicate,zarte,,,,delicado,delicado,,,,,,,
personal qualities,delightful,delightful,entzückend,,,,delicioso,delicioso,,,,,,,
personal qualities,demonic,demonic,dämonisch,,,,demoníaco,demoníaco,,,,,,,
personal qualities,demure,demure,nüchtern,,,,recatada,recatado,,,,,,,
personal qualities,dependent,dependent,abhängig,,,,dependiente,dependente,,,,,,,
personal qualities,depressed,depressed,deprimiert,,,,deprimido,deprimido,,,,,,,
personal qualities,devoted,devoted,hingebungsvoll,,,,devoto,dedicado,,,,,,,
personal qualities,dextrous,dextrous,geschickt,,,,diestro,dextro,,,,,,,
personal qualities,diligent,diligent,fleißig,,,,diligente,diligente,,,,,,,
personal qualities,direct,direct,direkt,,,,directo,direto,,,,,,,
personal qualities,dirty,dirty,schmutzig,,,,sucio,sujo,,,,,,,
personal qualities,disagreeable,disagreeable,unangenehme,,,,desagradable,desagradável,,,,,,,
personal qualities,discerning,discerning,anspruchsvoll,,,,discernir,discernimento,,,,,,,
personal qualities,discreet,discreet,diskret,,,,discreto,discreto,,,,,,,
personal qualities,disruptive,disruptive,disruptiv,,,,disruptivo,perturbador,,,,,,,
personal qualities,distant,distant,entfernte,,,,distante,distante,,,,,,,
personal qualities,distraught,distraught,verzweifelt,,,,angustiado,perturbado,,,,,,,
personal qualities,distrustful,distrustful,misstrauisch,,,,desconfiado,desconfiado,,,,,,,
personal qualities,dowdy,dowdy,schäbige,,,,desaliñado,dowdy,,,,,,,
personal qualities,dramatic,dramatic,dramatisch,,,,dramático,dramático,,,,,,,
personal qualities,dreary,dreary,düster,,,,lúgubre,triste,,,,,,,
personal qualities,drowsy,drowsy,schläfrig,,,,somnoliento,sonolento,,,,,,,
personal qualities,drugged,drugged,unter drogeneinfluss,,,,drogado,drogado,,,,,,,
personal qualities,drunk,drunk,betrunken,,,,borracho,bêbado,,,,,,,
personal qualities,dull,dull,langweilig,,,,aburrido,aborrecido,,,,,,,
personal qualities,dutiful,dutiful,pflichtbewusst,,,,obediente,obediente,,,,,,,
personal qualities,eager,eager,eifrig,,,,ansioso,ansioso,,,,,,,
personal qualities,earnest,earnest,seriös,,,,serio,sincero,,,,,,,
personal qualities,easygoing,easygoing,lässig,,,,fácil de llevar,descontraído,,,,,,,
personal qualities,efficient,efficient,effizient,,,,eficiente,eficaz,,,,,,,
personal qualities,egotistical,egotistical,egoistisch,,,,egoísta,egoísta,,,,,,,
personal qualities,elfin,elfin,elfisch,,,,elfin,elfo,,,,,,,
personal qualities,emotional,emotional,emotional,,,,emocional,emocional,,,,,,,
personal qualities,energetic,energetic,energisch,,,,enérgico,enérgico,,,,,,,
personal qualities,enterprising,enterprising,unternehmerisch,,,,emprendedor,empreendedor,,,,,,,
personal qualities,enthusiastic,enthusiastic,begeistert,,,,entusiasta,entusiasta,,,,,,,
personal qualities,evasive,evasive,ausweichend,,,,evasiva,evasivo,,,,,,,
personal qualities,eventempered,eventempered,.,,,,eventempered,temperado,,,,,,,
personal qualities,exacting,exacting,anspruchsvoll,,,,exigente,exigente,,,,,,,
personal qualities,excellent,excellent,ausgezeichnet,,,,excelente,excelente,,,,,,,
personal qualities,excitable,excitable,erregbar,,,,excitable,excitável,,,,,,,
personal qualities,experienced,experienced,erfahren,,,,con experiencia,experimentado,,,,,,,
personal qualities,fabulous,fabulous,märchenhaft,,,,fabuloso,fabuloso,,,,,,,
personal qualities,fastidious,fastidious,anspruchsvoll,,,,fastidioso,fastidioso,,,,,,,
personal qualities,ferocious,ferocious,wild,,,,feroz,feroz,,,,,,,
personal qualities,fervent,fervent,inbrünstig,,,,ferviente,fervoroso,,,,,,,
personal qualities,fiery,fiery,feurig,,,,ardiente,ardente,,,,,,,
personal qualities,flabby,flabby,schlaff,,,,flácida,flácido,,,,,,,
personal qualities,flaky,flaky,flockig,,,,escamoso,escamoso,,,,,,,
personal qualities,flashy,flashy,auffällig,,,,llamativo,vistoso,,,,,,,
personal qualities,frank,frank,frank,,,,frank,franco,,,,,,,
personal qualities,friendly,friendly,freundlich,,,,amable,amigável,,,,,,,
personal qualities,funny,funny,lustig,,,,divertido,engraçado,,,,,,,
personal qualities,fussy,fussy,übereifrig,,,,quisquilloso,exigente,,,,,,,
personal qualities,generous,generous,großzügig,,,,generoso,generoso,,,,,,,
personal qualities,gentle,gentle,sanft,,,,suave,suave,,,,,,,
personal qualities,gloomy,gloomy,düster,,,,sombrío,sombrio,,,,,,,
personal qualities,gluttonous,gluttonous,gefräßig,,,,glotón,guloso,,,,,,,
personal qualities,good,good,gut,,,,bien,bom,,,,,,,
personal qualities,grave,grave,grab,,,,tumba,sepultura,,,,,,,
personal qualities,great,great,großartig,,,,gran,ótimo,,,,,,,
personal qualities,groggy,groggy,groggy,,,,groggy,grogue,,,,,,,
personal qualities,grouchy,grouchy,mürrisch,,,,gruñón,rabugento,,,,,,,
personal qualities,guarded,guarded,bewacht,,,,vigilado,vigiado,,,,,,,
personal qualities,hateful,hateful,hasserfüllt,,,,odioso,odioso,,,,,,,
personal qualities,hearty,hearty,herzhaftes,,,,cordial,vigoroso,,,,,,,
personal qualities,helpful,helpful,hilfreich,,,,útil,útil,,,,,,,
personal qualities,hesitant,hesitant,zögerlich,,,,vacilante,hesitante,,,,,,,
personal qualities,hotheaded,hotheaded,hitzkopf,,,,exaltado,exaltado,,,,,,,
personal qualities,hypercritical,hypercritical,überkritisch,,,,hipercrítico,hipercrítico,,,,,,,
personal qualities,hysterical,hysterical,hysterisch,,,,histérica,histérico,,,,,,,
personal qualities,idiotic,idiotic,idiotisch,,,,idiota,idiota,,,,,,,
personal qualities,idle,idle,untätig,,,,inactivo,inativo,,,,,,,
personal qualities,illogical,illogical,unlogisch,,,,ilógico,ilógico,,,,,,,
personal qualities,imaginative,imaginative,fantasievoll,,,,imaginativo,imaginativo,,,,,,,
personal qualities,immature,immature,unreif,,,,inmaduro,imaturo,,,,,,,
personal qualities,immodest,immodest,unbescheiden,,,,inmodesto,imodesto,,,,,,,
personal qualities,impatient,impatient,ungeduldig,,,,impaciente,impaciente,,,,,,,
personal qualities,imperturbable,imperturbable,unerschütterlich,,,,imperturbable,imperturbável,,,,,,,
personal qualities,impetuous,impetuous,ungestüm,,,,impetuoso,impetuoso,,,,,,,
personal qualities,impractical,impractical,unpraktisch,,,,poco práctico,impraticável,,,,,,,
personal qualities,impressionable,impressionable,beeindruckbar,,,,impresionable,impressionável,,,,,,,
personal qualities,impressive,impressive,beeindruckend,,,,impresionante,impressionante,,,,,,,
personal qualities,impulsive,impulsive,impulsiv,,,,impulsivo,impulsivo,,,,,,,
personal qualities,inactive,inactive,inaktiv,,,,inactivo,inativo,,,,,,,
personal qualities,incisive,incisive,einschneidend,,,,incisivo,incisivo,,,,,,,
personal qualities,incompetent,incompetent,inkompetent,,,,incompetente,incompetente,,,,,,,
personal qualities,inconsiderate,inconsiderate,rücksichtslos,,,,desconsiderado,irrefletido,,,,,,,
personal qualities,inconsistent,inconsistent,inkonsistent,,,,inconsistente,incoerente,,,,,,,
personal qualities,indefatigable,indefatigable,unermüdlich,,,,infatigable,infatigável,,,,,,,
personal qualities,independent,independent,unabhängig,,,,independiente,independente,,,,,,,
personal qualities,indiscreet,indiscreet,indiskret,,,,indiscreto,indiscreto,,,,,,,
personal qualities,indolent,indolent,indolent,,,,indolente,indolente,,,,,,,
personal qualities,industrious,industrious,fleißig,,,,trabajador,laborioso,,,,,,,
personal qualities,inexperienced,inexperienced,unerfahrene,,,,inexperto,inexperiente,,,,,,,
personal qualities,insensitive,insensitive,unsensibel,,,,insensible,insensível,,,,,,,
personal qualities,inspiring,inspiring,anregend,,,,inspirador,inspirador,,,,,,,
personal qualities,intelligent,intelligent,intelligent,,,,inteligente,inteligente,,,,,,,
personal qualities,interesting,interesting,interessant,,,,interesante,interessante,,,,,,,
personal qualities,intolerant,intolerant,intolerant,,,,intolerante,intolerante,,,,,,,
personal qualities,inventive,inventive,erfinderisch,,,,inventiva,inventivo,,,,,,,
personal qualities,irascible,irascible,jähzornig,,,,irascible,irascível,,,,,,,
personal qualities,irritable,irritable,reizbar,,,,irritable,irritável,,,,,,,
personal qualities,irritating,irritating,irritierend,,,,irritante,irritante,,,,,,,
personal qualities,jocular,jocular,witzig,,,,jocoso,jocoso,,,,,,,
personal qualities,jovial,jovial,heiter,,,,jovial,jovial,,,,,,,
personal qualities,joyous,joyous,freudig,,,,alegre,alegre,,,,,,,
personal qualities,judgmental,judgmental,urteilend,,,,crítico,crítico,,,,,,,
personal qualities,keen,keen,scharfsinnig,,,,entusiasta,interessado,,,,,,,
personal qualities,kind,kind,freundlich,,,,amable,gentil,,,,,,,
personal qualities,lame,lame,lahm,,,,cojo,coxo,,,,,,,
personal qualities,lazy,lazy,faule,,,,perezoso,preguiçoso,,,,,,,
personal qualities,lean,lean,schlank,,,,lean,magra,,,,,,,
personal qualities,leery,leery,misstrauisch,,,,receloso,desconfiado,,,,,,,
personal qualities,lethargic,lethargic,lethargisch,,,,letárgico,letárgico,,,,,,,
personal qualities,levelheaded,levelheaded,nüchtern,,,,sensato,sensato,,,,,,,
personal qualities,listless,listless,lustlos,,,,desganado,indiferente,,,,,,,
personal qualities,lithe,lithe,geschmeidig,,,,ágil,ágil,,,,,,,
personal qualities,lively,lively,lebendig,,,,animado,animado,,,,,,,
personal qualities,local,local,.,,,,local,local,,,,,,,
personal qualities,logical,logical,logisch,,,,lógico,lógico,,,,,,,
personal qualities,longwinded,longwinded,langatmig,,,,largo y tendido,prolixo,,,,,,,
personal qualities,lovable,lovable,liebenswert,,,,adorable,adorável,,,,,,,
personal qualities,lovelorn,lovelorn,liebeskummer,,,,enamorado,apaixonado,,,,,,,
personal qualities,lovely,lovely,schön,,,,precioso,adorável,,,,,,,
personal qualities,maternal,maternal,mütterlicherseits,,,,materna,maternal,,,,,,,
personal qualities,mature,mature,reife,,,,madura,maduro,,,,,,,
personal qualities,mean,mean,mittlere,,,,media,média,,,,,,,
