topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
emotions,bliss,blˈɪs,ɡlˈʏkzeːlˌɪçkaɪt,ɣəlɵkzˈaːləxhˌɛɪt,blˈaʒenost,beatitˈudine,dˈitʃa,fˌelisidˈadɨ,fˌeɾitʃˈiɾe,lʔœksˈalihˌʔeð,bɔnˈœʁ,bwˈɔɡɔɕtɕ,bˈoldoɡʃaːɡ,ˌevðemonˈia,lˈykːa
emotions,blue,blˈuː,blˈaʊ,blˈʌʊ,mˈodraː,blˈu,aθˈul,ɐzˈuw,albˈastru,blˈɒ,blˈø,ɲʲɛbjˈɛski,kˈeːk,blˈe,blˈoː
emotions,boredom,bˈɔːɹdəm,lˈaŋeːvˌaɪlə,vərvˈeːlɪŋ,nˈuda,nˈɔia,ˌaβurimjˈɛnto,tˈɛdjʊ,plˌiktisˈealə,kˈʔeðsʔʌmhˌʔeð,lɑ̃nyˈi,nˈuda,ˈunɑlom,plˈiksi,xˈɛdsɔmhət
emotions,calculating,kˈælkjʊlˌeɪɾɪŋ,bərˈɛçnʊŋ fˈɔn,bərˈeːkənən,vˈiːpotʃet,kˈalkolo,kˌalkulˈando,kˈaʊkulʊ,kˌalkulˈaɾea,bʔeʁˈ?ɑjnʔeŋ,kalkylˈɑ̃,ˌɔblitʃˈaɲʲɛ,kˈisaːmiːtaːʃɑ,ˌipolˌojismˈos,bərˈɛŋnɪŋ
emotions,calm,kˈɑːm,rˈuːɪç,kˈɑlm,klˈit,kˈalma,kˈalma,kˈɑlmɐ,kˈalm,ʁˈolʔi,kˈalm,spˈɔkuj,ɲˈuɡotː,ˌiremˈia,rˈuːlɪ
emotions,capricious,kɐpɹˈɪʃəs,kˈapɾiːtsˌiːøːs,ɣrˈɪləx,rˈozmarneː,kapritʃːˈozo,kˌapɾitʃˈoso,kˌɐpɹiʃˈozʊ,kˌapritʃˈos,lˈunʔefˌʔul,kapʁisjˈø,kaprˈɨɕnɨ,sˈɛseːjɛʃ,ˌiðiˈotropˌos,lˈʉːneːfˌʉl
emotions,caring,kˈɛɹɪŋ,fˈʏɾzɔɾɡə,zˈɔrɣzaːmə,pˈetʃujˌiːtsiː,kʊrˈare,kwiðˈaðo,kˌuɪdɐdˈozʊ,ɡriʒˈulje,ˈʔʌmsɒɒwsfˌʔul,swˈɛ̃,ˌɔpʲɛkˈuɲtʃɨ,ɡˈondoʃkodoː,frodˈiða,ˈɔmsɔrɡsfˌʉl
emotions,cautious,kˈɔːʃəs,fˈoːɾzˌɪçtɪç,vˌɔːrzˈɪxtəx,ˈopatˌr̩niː,prʊdˈɛnte,kˌaʊtelˈoso,kˌaʊtɨlˈozʊ,prˌekaˈut,fʔʌsˈʔeɡtˌʔi,pʁydˈɑ̃,ɔstrˈɔʒnɨ,ˈoːvɑtoʃ,prˌosektikˈos,fˈɔrʃɪktˌɪ
emotions,charmed,tʃˈɑːɹmd,fɛɾtsˈaʊbɜt,ɣəʃɑrmˈɪrt,ˈokoʊzlˌujiːtsiː,affaʃinˈato,ˌenkantˈaðo,ˌeɪŋkɐ̃ŋtˈadʊ,fˌermekˈat,ʃɑmˈʔeʌð,ʃaʁmˈe,ˌɔtʃarɔvˈanɨ,ˈɛlbyːvøløː,ɣˌoɪtevmˈenos,ʃˈɑrmart
emotions,cheerful,tʃˈɪɹfəl,hˈaɪtɜ,vrˈoːlək,vˈeseleː,allˈeɡro,alˈeɣɾe,ˌɐlˈɛɡɹɨ,vˈesel,mˈɔntʔʌ,ʒwajˈø,vɛsˈɔwɨ,vˈidaːm,xarˈumenˌo,mˈʉntər
emotions,closeness,klˈoʊsnəs,nˈɛːə,nabˈɛɪhɛɪt,blˈiːskost,vitʃinˈantsa,θˌeɾkanˈia,pɹˌusimidˈadɨ,ˌapropjˈeɾe,nˈεɐ̯hʔeð,pʁoksimitˈe,blˈiskɔɕtɕ,kˈøzɛlʃeːɡ,eŋɡˈititˌa,nˈarhət
emotions,compassion,kəmpˈæʃən,mˈɪtɡəfˌyːl,mˌeːdədˈoːɣən,sˈoʊtsit,kompassjˈone,kˌompasjˈon,kˌumpaɪʃˈɐ̃ʊ̃,kˌompasjˈune,mˈεðfœləlsə,la- kɔ̃pasjˈɔ̃,fspuwtʃˈutɕɛ,ˈɛɟːytːeːrzeːʃ,sibˈoɲa,mˈɛdføːlˌɛlsa
emotions,complacent,kəmplˈeɪsənt,zˈɛlpstɡəfˌɛlɪç,zˈɛlfɣənˌuɣzaːm,sˈamolˌibiː,kompjatʃˈɛnte,kˌomplaθjˈɛnte,kˌumplɐsˈeɪŋtɨ,mˌultsumitˈor,sˌεltelfʁˈεs,kɔ̃plɛzˈɑ̃,zˌadufˈanɨ,ˈønɛleːɡylt,ˌefisˌixasmˈenos,sˈɛlvtɪlfrˌɛds
emotions,compliant,kəmplˈaɪənt,kɔnfˈɔɾm,kˈɔnfɔrm,vˈihovˌujiːtsiː,konfˈorme,kˌompatˈiβle,ˈeɪŋ kˌuŋfuɾəmidˈadɨ,konfˈorme,kˌʔʌmpatˈʔibəl,kɔ̃fˈɔʁm,zɡˈɔdnɨ,kˈompɑtibiliʃ,sˌimvatˈo,kˈɔmpatˌiːbəl
emotions,composed,kəmpˈoʊzd,fɛɾfˈast,sˈaːmənɣəstˌɛlt,slˈoʒeniː,kompˈosto,kompwˈesto,kˌumpˈoʃtʊ,kompˈus,sˈ?ɑmənsat,kɔ̃pozˈe,zwɔʒˈɔnɨ,kˈomponaːlt,ˌapotelˈite,sˈɑmmənsˌɑtː
emotions,conceited,kənsˈiːɾᵻd,ˈaɪnɡəbˌɪldət,vərʋˈaːndə,dˈomiːʃlˌiviː,prezʊntʊˈozo,ˌeŋɡɾeˈiðo,vˌaɪdˈozʊ,ˌɨnkrezˈut,ˈʔenbʔilsk,vanitˈø,zˌarɔzumjˈawɨ,bˈɛkeːpzɛlt,ˌalazˌonikˈo,ˈɪnbɪlsk
emotions,concerned,kənsˈɜːnd,bətɾˈɔfən,bəzˈɔrɣdə,dˈotitʃniː,interessˈato,pɾˌeokupˈaðo,ˈeɪŋ kˈaʊzɐ,ɨn kaˈuzə,bʔekˈʔœmɐ̯ʌð,kɔ̃sɛʁnˈe,zˌaintˌɛrɛsɔvˈanɨ,ˈeːrintɛtː,ˌenðiˌaferˈomenˌo,bəxˈymrət
emotions,contempt,kəntˈɛmpt,fɛɾˈaxtʊŋ,mˈinɑxtˌɪŋ,pˈohr̩dˌaːɲiː,disprˈɛtsːo,despɾˈeθjo,dˌeʃpɹˈɛzʊ,disprˈets,fʔʌˈ?ɑɡt,mepʁˈi,pɔɡˈarda,mˈɛɡvɛteːʃ,pˌerifrˈonisˌi,fˈuːrɑkt
emotions,content,kˈɑːntɛnt,ˈɪnhalt,ˈɪnhˌʌʊt,ˈopsax,kontenˈuto,kˌontenˈiðo,kˌuŋtiˈudʊ,kˌontsinˈut,ˈʔenhʔʌl,kɔ̃tnˈy,zavˈartɔɕtɕ,tˈɑrtɑlom,pˌeriexˈomenˌo,ˈɪnhɔll
emotions,contentment,kəntˈɛntmənt,tsuːfrˈiːdənhˌaɪt,təvrˈeːdənhˌɛɪt,spˈokojˌenost,apːaɡamˈento,sˌatisfakθjˈon,kˌuŋteɪŋtɐmˈeɪŋtʊ,mˌultsumˈiɾe,telfʁˈεshʔeð,satisfaksjˈɔ̃,zˌadɔvɔlˈɛɲʲɛ,ˈɛleːɡɛdɛtʃːeːɡ,ˌikanopˈiisˌi,tˈɪlfrɛdshət
emotions,crabby,kɹˈæbi,mˈʏrɪʃ,krɑbˈɪːrəx,mˈr̩zutiː,krˈabːɪ,mˌalumoɾˈaðo,ʁˌɐbuʒˈeɪŋtʊ,mˌoɾokənˈos,ɡnˈaʋən,kʁˈab,krˈap,tsrˈɑbːi,ɡriɲˈaris,krˈaxɪlsk
emotions,crazed,kɹˈeɪzd,fɛɾrˈʏktə,ɣəstˈɔːrdə,ʃˈiːleniː,impatsːˈito,ˌenlokeθˈiðo,ˌeɪŋluwkɨsˈidʊ,nebˈun,ʋˈanʋʔitˌʔi,fˈu,ʃalˈɔnɨ,ˈøːrylt,trelˈos,ɡˈal
emotions,crazy,kɹˈeɪzi,fɛɾrˈʏktə,ɣˈɛkə,tsrˈazi,pˈatsːo,lˈoko,lˈowkʊ,nebˈun,skˈʔœɐ̯,fˈu,ʃalˈɔnɨ,ˈøːrylt,trelˈo,ɡˈal
emotions,cross,kɹˈɔs,kɾˈɔøts,krˈœys,kr̝̊ˈiːʃ,krˈotʃe,kɾˈuθ,kɹˈuʃ,krˈutʃe,kʁˈʔys,kʁwazˈe,kʃˈɨʃ,tsrˈoʃʃ,stavrˈos,krˈys
emotions,cruel,kɹˈuːəl,ɡɾˈaʊzɑːm,vrˈeːt,krˈuteː,krʊdˈɛle,kɾuˈel,kɹuˈɛl,krˈud,ɡʁˈʔusʔʌm,kʁyˈɛl,ɔkrˈutnɨ,kˈɛɟɛtlɛn,sklirˈi,ɡrˈʉːsuːm
emotions,defeated,dᵻfˈiːɾᵻd,bəzˈiːkt,vərslˈaːɣən,pˈoraʒˌeniː,skonfˈitːo,dˌerotˈaðo,dˌɨʁutˈadʊ,ɨnvˈins,bʔesˈ?ɑjʔʌˌʌð,vɛ̃kˈy,pˌɔkɔnˈanɨ,lˈɛɟøːzøtː,itˈiθicˌe,bəsˈaɪrət
emotions,defiance,dᵻfˈaɪəns,tɾˈɔts,dˈeːfiˌɑnsə,dˈefiˌantse,sfˈida,dˌesafˈio,dˌɨzɐfˈiʊ,sfidˈaɾe,tɐ̯ˈʔʌsʔihˌʔeð,defˈi,bˈunt,dˈɑts,prˈoklisˌi,trˈɑs
emotions,delighted,dᵻlˈaɪɾᵻd,ɛɾfrˈɔøt,vərhˈøːxt,pˈoceʃˌilo,delitsjˈato,ˌenkantˈaðo,ˌeɪŋkɐ̃ŋtˈadʊ,ˌɨnkɨntˈat,bʔeɡˈ?ɑjstɐ̯ʔʌð,ʁavˈi,zˌaxfɨtsˈɔnɨ,ˈɛlrɑɡɑtːɑtvɑ,ˌenθusjasmˈenos,hˈɛnrykt
emotions,dependence,dᵻpˈɛndəns,ˈaphˌɛŋɪçkˌaɪt,ˈɑfhˌɑŋkələkhˌɛɪt,zˈaːvislost,dipendˈɛntsa,dˌependˈɛnθja,dˌɨpeɪŋdˈeɪŋsjɐ,dˌependˈentsə,?ɑwhˈεŋihˌʔeð,depɑ̃dˈɑ̃s,zalˈɛʒnɔɕtɕ,fˈyɡːøːʃeːɡ,eksˈartisˌi,ˈɑvhəŋˌɪɡhət
emotions,depressed,dᵻpɹˈɛst,dˌɛpɾiːmˈiːɾt,dˌɛprɛsˈif,v dˈepresi,deprˈɛsso,dˌepɾimˈiðo,dˌɨpɹimˈidʊ,dˌeprimˈat,dˌʔepʁʔimˈʔeʌð,depʁimˈe,pʃˌɨɡnɛmbjˈɔnɨ,dˈɛprɛssioːʃ,kˌataθlˌiptikˈo,dˈɛpriːmˌart
emotions,desire,dɪzˈaɪɚ,vˈʊnʃ,vərlˈɑŋən,tˈoʊha,dezidˈɛrio,desˈeo,dˌezˈeʒʊ,doɾˈintsə,ˈʔœnskə,dezˈiʁ,praɡɲʲˈɛɲʲɛ,vˈaːɟ,ˌepiθimˈia,ˈœnska
emotions,disappointment,dˌɪsɐpˈɔɪntmənt,ɛnttˈɔøʃʊŋ,təlˈøːrstɛlˌɪŋ,sklˈamaːɲiː,delʊziˈone,dˌeθepθjˈon,dˌɨziluzˈɐ̃ʊ̃,dˌezamədʒˈiɾe,skˈɔfəlsə,desɛpsjˈɔ̃,rˌɔstʃarɔvˈaɲʲɛ,tʃˈɑloːdaːʃ,ˌapoɣoˈitefsˌi,skˈʉffɛlsa
emotions,disapproval,dɪsɐpɹˈuːvəl,mˈɪsbɪlˌɪɡʊŋ,ˈɑfkˌøːrɪŋ,nˈesoʊhlas,dizapːrovatsiˈone,dˌesapɾˌoβaθjˈon,dˌɨzɐpɹˌuvɐsˈɐ̃ʊ̃,dˌezaprobˈaɾe,mˈʔisbʔilˌiəlsə,dezapʁobasjˈɔ̃,dˌɛzaprɔbˈata,rˈossɑllaːʃ,ˌapoðˌocimasˈia,mˈɪsbɪllˌiːɡɛlsa
emotions,discontent,dɪskəntˈɛnt,ˈʊntsuːfrˌiːdənhˌaɪt,ɔntəvrˈeːdənhˌɛɪt,nˈespokˌojenost,malkontˈɛnto,dˌeskontˈɛnto,dˌɨʃkuŋtˌeɪŋtɐmˈeɪŋtʊ,nˌemultsumˈiɾe,utelfʁˈεshʔeð,mekɔ̃tɑ̃tmˈɑ̃,ɲʲˌɛzadˌɔvɔlˈɛɲʲɛ,ˈɛleːɡɛdɛtlɛnʃeːɡ,ðˌisarˈesca,mˈɪsnøya
emotions,disenchanted,dˌɪsɛntʃˈæntᵻd,ɛnttsˈaʊbɜt,ɔntɣˈoːxəlt,rˈostʃarˌovaniː,dizinkantˈato,dˌesenkantˈaðo,dˌɨzeɪŋkɐ̃ŋtˈadʊ,dˌezamədʒˈit,dˈʔesʔilˌʔuʃonˌʔʌɐ̯ʔʌð,dezɑ̃ʃɑ̃tˈe,rˌɔstʃarɔvˈanɨ,kˈiaːbraːndult,ˌapoɣˌoɪtevmˈenos,dˈeːsɪllˌʉʃuːnˌart
emotions,disgust,dɪsɡˈʌst,ˈeːkəl,ʋˈɑlɣɪŋ,znˈexutsˌeɲiː,dizɡˈusto,ˈasko,nˈoʒʊ,dezɡˈust,ˈ?ɑwskʔy,deɡˈu,ˌɔbʒɨdʑˈɛɲʲɛ,ˈundor,aɪðˈia,ˈɑvʃyː
emotions,disillusioned,dɪsɪlˈuːʒənd,dˌeːzɪlˌuːzɪoːnˈiːɾt,ɣədˌeːzɪlˌyʒoːnˈɪrt,rˈostʃarˌovaniː,dizillˈuzo,dˌesilˌusjonˈaðo,dˌɨziludˈidʊ,dˌezilˌuzjonˈat,dˈʔesʔilˌʔuʃonˌʔʌɐ̯ʔʌð,dezijyzjɔnˈe,rˌɔstʃarɔvˈanɨ,kˈiaːbraːndult,ˌapoɣˌoɪtevmˈenos,dˈeːsɪllˌʉʃuːnˌart
emotions,dislike,dɪslˈaɪk,nˈɪçt mˈøːɡən,hɛp ən hˈeːkəl ˈaːn,nˈemajiː rˈaːɟi,antipatˈia,nˈo me ɣˈusta,ˌɐvɨɾəsˈɐ̃ʊ̃,ˌaversjˈune,ˈʔekə lˈʔi,avɛʁsjˈɔ̃,ɲʲˈɛxɛɲtɕ,nˈɛmtɛtsːik,ˌadipaθˈo to,mˈɪsliːkər
emotions,dismay,dɪsmˈeɪ,bəʃtˈʏɾtsʊŋ,ɔntzˈɛtɪŋ,zɟˈeʃeɲiː,zɡomˈento,kˌonsteɾnaθjˈon,kˌuŋstɨɾənɐsˈɐ̃ʊ̃,kˌonsternˈaɾe,fʔʌfˈεɐ̯dəlsə,kɔ̃stɛʁnasjˈɔ̃,kˌɔnstɛrnˈatsja,dˈøbːɛnɛt,ˌapoɣoˈitefsˌi,fˈɔrfardˌɛlsa
emotions,displeasure,dɪsplˈɛʒɚ,ˈʊntsuːfrˌiːdənhˌaɪt,ˌɔnɣənˈuɣən,nˈespokˌojenost,dizapːˈunto,disɣˈusto,dˌɨzɐɡɹˈadʊ,nˌemultsumˈiɾe,utelfʁˈεshʔeð,mekɔ̃tɑ̃tmˈɑ̃,ɲʲˌɛzadˌɔvɔlˈɛɲʲɛ,ˈɛleːɡɛdɛtlɛnʃeːɡ,ðˌisarˈesca,mˈɪsnøya
emotions,dissatisfied,dɪsˈæɾɪsfˌaɪd,ˈʊntsuːfrˌiːdən,ɔntəvrˈeːdən,nˈespokˌojeneː,insodːisfˈatːo,ˌinsatisfˈetʃo,ˌiŋsɐtiʃfˈeɪtʊ,nˌemultsumˈit,utelfʁˈεs,ɛ̃satisfˈɛ,ɲʲˌɛzadˌɔvɔlˈɔnɨ,ˈɛleːɡɛdɛtlɛn,ðˌisarˌestimˈeno,mˈɪsfɔrnˌøyd
emotions,distraction,dɪstɹˈækʃən,ˈaplˌɛnkʊŋ,ˈɑflˌɛɪdɪŋ,rˈosptiːlˌeɲiː,distratsiˈone,dˌistɾakθjˈon,dˌiʃtɹɐsˈɐ̃ʊ̃,dˌistradʒˈeɾe a ˌatentsˈieɪ,dˌʔistʁ?ɑkʃˈʔon,distʁaksjˈɔ̃,rˌɔsprɔʃˈɛɲʲɛ uvˈaɡʲi,fˈiɟɛlɛmɛltɛrɛleːʃ,apˈospasˌi prˌosoçˈis,dˈɪstrɑkʃˌuːn
emotions,distress,dɪstɹˈɛs,nˈɔtɾuːf,nˈoːt,nˈoʊze,anɡˈɔʃa,sokˈoro,ˌɐ̃ŋɡˈuʃtjɐ,primˈeʒdje,nˈʔœð,detʁˈɛs,ɲʲɛpˈɔkuj,vˈeːshɛjzɛt,cˈinðinˌo,nˈøːd
emotions,disturbed,dɪstˈɜːbd,ɡəʃtˈœɾt,ɣəstˈɔːrt,nˈaruʃˌeniː,distʊrbˈato,pˌeɾtuɾβˈaðo,pˌeɾətuɾəbˈadʊ,dˌeɾanʒˈat,fʔʌstˈʔyɐ̯ʌð,pɛʁtyʁbˈe,zˌakwutsˈɔnɨ,zˈɑvɑrt,ðˌiatˌaraɣmˈeno,fˈɔrʃtyrrət
emotions,dread,dɹˈɛd,bəfˈʏɾçtən,vrˈeːs,drˈeat,paˈʊra,paβˈoɾ,pɐvˈoɹ,ɡrˈɔazə,fʁˈʔœɡt,ʁədˈut,zɡrˈɔza,rˈɛtːɛɡeːʃ,fˈovos,frˈyktər
emotions,eager,ˈiːɡɚ,ˈaɪfrɪç,ɣrˈeːtəx,dˈixciveː,deziderˈozo,ansjˈoso,ˌɐ̃ŋsiˈozʊ,dˈornik,ˈʔiʋʁʔi,ɛ̃pasjˈɑ̃,xˈɛntnɨ,bˈuzɡoː,prˈoθimˌos,ˈɪvrɪ
emotions,earnest,ˈɜːnɪst,zˈeːriːˌøːs,sˌɪːrijˈøːs,ˈearnest,sintʃˈero,sˈeɾjo,sˌiŋsˈɛɾʊ,sˌeɾjɔˈasə,alʋˈɒli,seʁjˈø,ɡɔrlˈivɨ,kˈomoj,(en)ˈɜːnɪst(el),ˈɑlvɔrlˌɪ
emotions,easygoing,ˈiːzɪɡˌoʊɪŋ,lˈɛsɪç,ˈeːaːzˌiɣoːˌɪŋ,ˈeasˌiɡoiŋk,dizinvˈɔlto,fˈaθil ðe ʎeβˈaɾ,dˌeʃkuŋtɹɐˈidʊ,relaksˈat,ˈ?ɑwsl?ɑpəð,fasˈil a vˈivʁ,sfɔbˈɔdnɨ,lˈɑzɑ,xˌalarˈi,ˈɑvʃlɑpːət
emotions,ecstasy,ˈɛkstəsi,ˈɛkstazˌiː,ˌɪkstˌeːsˈeː,ˈekstaːze,ˈɛstazɪ,ˈekstasis,ˌekstˈazi,ekstˈasi,ˈεstasˌʔi,(en)ˈɛkstəsi(fr),ɛkstˈaza,ˈɛtʃtɑʃi,ˈekstasˌi,ˈɛkstasˌyː
emotions,ecstatic,ɛkstˈæɾɪk,ɛkstˈɑːtɪʃ,ɛkstˈaːtis,ˈekstatˌitskeː,estˈatiko,ekstˈatiko,ˌeʃtɐziˈadʊ,ekstˈatik,εkstˈatʔisɡ,ɛkstatˈik,ˌɛkstatˈɨtʃnɨ,ˈɛkstɑtikuʃ,ˌekstaticˈi,ˈɛkstatˌɪsk
emotions,elation,ᵻlˈeɪʃən,ˌeːlatsjˈoːn,eːlˈaːtsi,ˈelacˌion,elatsiˈone,elˈatjon,ˌelɐsˈɐ̃ʊ̃,elˈatsje,ˈʔʌpstεmthˌʔeð,elasjˈɔ̃,ˌuɲʲɛɕˈɛɲʲɛ,ˈɛlɑtion,(en)ɪlˈeɪʃən(el),bəjˈaɪstrɪŋ
emotions,embarrassment,ɛmbˈæɹəsmənt,pˈaɪnlɪçkˌaɪt,vərlˈeːɣənhˌɛɪt,rˈospaki,imbaɾˈatsːo,bˌeɾɣuˈɛnθa,ˌeɪmbɐɾˈasʊ,ʒˈenə,fʔʌlˈaɪənhʔeð,ɑ̃baʁˈa,zˌaʒɛnɔvˈaɲʲɛ,zˈɑvɑrbɑn,ˌamixanˈia,fˈɔrleːɡˌɛnhət
emotions,emotion,ɪmˈoʊʃən,ˌeːmoːtsjˈoːnən,eːmˈoːtsi,ˈemotse,emotsiˈone,ˌemoθjˈon,ˌemusˈɐ̃ʊ̃,emˈotsje,fˈœləlsʔʌ,emosjˈɔ̃,ɛmˈɔtsja,ˈeːrzɛlɛm,sinˈesθimˌa,fˈøːlɛlsər
emotions,emotional,ɪmˈoʊʃənəl,ˌeːmoːtsjˌoːnˈɑːl,ˌeːmoːʃoːnˈeːl,ˈemotsˌionˌaːlɲiː,emotsionˈale,ˌemoθjonˈal,ˌemusˌiunˈɑl,ˌemotsjonˈal,fˈœləlsəslaðəð,emosjɔnˈɛl,ˌɛmɔtsjɔnˈalnɨ,ˈeːrzɛlmi,sˌinesθˌimatikˈo,ˈeːmɔʃˌuːnɛl
emotions,enamored,ɪnˈæmɚd,fɛɾlˈiːpt,bəkˈɔːrt,zˈamilˌovaniː,innamorˈato,ˌenamoɾˈaðo,ˌenɐmuɾˈadʊ,ˌɨndrəɡostˈit,fʌˈεlskəð,epʁˈi,zˌaurɔtʃˈɔnɨ,zˈɑvɑrt,ˌerotevmˈenos,fˈuːrɛlskət
emotions,enchanted,ɛntʃˈæntᵻd,fɛɾvˈʊnʃən,bətˈoːvərt,ˈokoʊzlˌeniː,inkantˈato,ˌenkantˈaðo,ˌeɪŋkɐ̃ŋtˈadʊ,fˌermekˈat,fʔʌtʁˈʔyləð,ɑ̃ʃɑ̃tˈe,zˌatʃarɔvˈanɨ,ˈɛlvɑraːʒolt,mˌajemˈeno,fˈʊrtryllət
emotions,enjoyment,ɛndʒˈɔɪmənt,fɛɾɡənˈyːɡən,pleːzˈir,pˈoʒitek,divertimˈento,disfɾˈute,pɹɐzˈeɹ,plətʃˈeɾe,nˈyðəlsə,plɛzˈiʁ,pʃɨjˈɛmnɔɕtɕ,ˈeːlvɛzɛt,apˈolafsˌi,nˈyːtɛlsa
emotions,enraged,ɛnɹˈeɪdʒd,vˈyːtənt,ʋˈudənt,rˈozzur̝ˌeniː,infʊriˈato,ˌenfuɾeθˈiðo,ˌeɪŋfuɾɨsˈidʊ,fuɾjˈos,ʁˈɑsənə,fyʁjˈø,rˌɔsfɕtɕɛtʃˈɔnɨ,dˈyhøʃ,ˌeksorjismˈenos,rˈasɛnna
emotions,enraptured,ɛnɹˈæptʃɚd,ɛntɾˈʏkt,vərrˈɵkt,ˈuxvaːtsˌeniː,estazjˈato,ˌembelesˈaðo,ˌeʃtɐziˈadʊ,ˌɨnkɨntˈat,hˈεnʁʔœkt,ɑ̃ʃɑ̃tˈe,zˌaxfɨtsˈɔnɨ,ˈɛlrɑɡɑtːɑtotː,ˌenθusjasmˈenos,hˈɛnrykt
emotions,enthralled,ɛnθɹˈɔːld,bəɡˈaɪstɜt,ɣəbˈujt,nˈatʃeniː,affaʃinˈato,kˌaʊtiβˈaðo,ˌeɪŋkɐ̃ŋtˈadʊ,ˌentuzjasmˈat,bʔeɡˈ?ɑjstɐ̯ʔʌð,kaptivˈe,zˌaxfɨtsˈɔnɨ,lˈɛɲyːɡøzøtː,ˌenθusjasmˈenos,bəjˈaɪstrət
emotions,enthusiasm,ɛnθˈuːziˌæzəm,bəɡˈaɪstərˌʊŋ,ˌɛntuʒˈɑsmə,nˈatʃeɲiː,entʊzjˈazmo,ˌentusjˈasmo,ˌeɪŋtuziˈaʒmʊ,ˌentuzjˈasm,bʔeɡˈ?ɑjstʁʔeŋ,(en)ˈɛlˈɛnθaʊziˌazmɪ(fr),ɛntˈuzjazm,lˈɛlkɛʃɛdeːʃ,ˌenθusjasmˈos,ˈɛntʉːsˌiːɑsma
emotions,envious,ˈɛnviəs,nˈaɪdɪʃ,jaːlˈurs,zˈaːviscˌiveː,invidjˈozo,ˌembiðjˈoso,ˌiŋvɨʒˈozʊ,ˌinvidjˈos,mʔisˈɒnli,ɑ̃vjˈø,zazdrˈɔsnɨ,ˈiriɟleːʃrɛ mˌeːltoː,zilˈevo,mˈiːsʉnnˌeːlɪ
emotions,envy,ˈɛnvi,nˈaɪt,jaːlˈurs,zˈaːvist,invˈidia,embˈiðja,ˌiŋvˈɛʒɐ,invˈidje,mˈʔisɒnəlsə,ɑ̃vˈi,zˈazdrɔɕtɕ,ˈiritʃːeːɡ,zilˈevo,mˈiːsʉnnˌɛlsa
emotions,equanimity,ˌiːkwɐnˈɪmᵻɾi,ɡəlˈasənhˌaɪt,ɣəlɛɪkmˈudəxhˌɛɪt,vˈirovnˌanost,ekwanimitˈa,ˌekwanˌimiðˈad,ˌekwɐnˌimidˈadɨ,ˌekanˌimitˈate,lˈiəʋεɡt,ekwanimitˈe,spˈɔkuj,ˈɛɟkɛdvyːʃeːɡ,psˌixremˈia,lˈiːkeːvˌɛkt
emotions,euphoria,juːfˈɔːɹiə,ˌɔøfoːrˈiː,ˌøːfoːrˈi,ˈeʊforˌije,eʊforˈia,eʊfˈoɾja,ˌeʊfuɾˈiɐ,ˌeufˈoɾje,ˈʔœwfʔʌˌʔi,øfoʁˈi,ɛwfˈɔrja,ˈɛufoːriɑ,ˌeforˈia,ˈeːʉːfˌuːriː
emotions,exasperation,ɛɡzˌæspɚɹˈeɪʃən,ɛnttˈɔøʃʊŋ,ˈɛrɣərnˌɪs,rˈostʃilˌeɲiː,ezasperatsiˈone,ˌeksaspˌeɾaθjˈon,ˌezɐʃpˌeɾɐsˈɐ̃ʊ̃,ˌeɡzaspeɾˈaɾe,fʔʌˈɑɡəlsə,ɛɡzaspeʁasjˈɔ̃,ˌirɨtˈatsja,ˈɛlkɛʃɛrɛdeːʃ,ˌaɣanˈaktisˌi,ˈɔpːjɪtːhət
emotions,excited,ɛksˈaɪɾᵻd,ˈaʊfɡərˌeːkt,ˈɔpɣəʋˌɔndən,vzrˈuʃeniː,etʃːitˈato,ˌemoθjonˈaðo,ˌeɪŋtuzˌiɐʒmˈadʊ,ˌɨnkɨntˈat,bʔeɡˈ?ɑjstɐ̯ʔʌð,(en)ɛnθˈaʊziˌast(fr),pˌɔdɛkstsˌɨtɔvˈanɨ,ˈizɡɑtotː,ˌenθusjasmˈenos,bəjˈaɪstrət
emotions,exhausted,ɛɡzˈɔːstᵻd,ɛɾʃˈœpft,ˈœytɣəpˌɵt,vˈitʃerpˌaniː,ezaʊrˈito,ˌaɣotˈaðo,ʃɡˌutˈadʊ,ˌepwizˈat,ˈʔuðmˌatəð,epyizˈe,vˌɨtʃɛrpˈanɨ,kˈimɛrylt,ˌeksadlimˈeno,ˈʉtʃlɪtː
emotions,extroverted,ˈɛkstɹəvˌɜːɾᵻd,ˌɛkstɾoːvɛɾtˈiːɾt,ˈɛkstraːvˌɛrt,ˈekstrovˌertɲiː,estrovˈɛrso,ˌekstɾoβeɾtˈiðo,ˌestɹuvɨɾətˈidʊ,ˌekstrovertˈit,ˈʔuðˌaðʋεnt,ɛkstʁavɛʁtˈi,ˌɛkstravɛrtˈɨtʃnɨ,ˈɛkstrovɛrtaːlt,ˌeksostrefˈis,ˈʉːtɑdvˌɛnnt
emotions,exuberant,ɛɡzjˈuːbɚɹənt,ˌyːbɜʃvˈɛŋlɪç,ˈœytbˌɵndəx,bˈujareː,ezʊberˈante,ˌeksuβeɾˈante,ˌezubɨɾˈɐ̃ŋtɨ,ˌeksubeɾˈant,spʁˈʔuðlənə,ɛɡzybeʁˈɑ̃,ʒˌɨvʲɔwˈɔvɨ,bˈujɑ,plˌiθorikˈo,sprˈʉdlɛnna
